Date,Close,High,Low,Open,Volume,zero_volume_day,daily_return,rolling_volatility_30d,SMA_20,SMA_50,SMA_200,RSI_14,MACD,MACD_signal,MACD_hist,BB_mid,BB_upper,BB_lower
2010-03-25,12.08185101,12.08185101,12.02020865,12.08185101,2064260,False,0.005128251370843939,,,,,45.454596937847946,-0.018272243578358882,-0.018973675630445976,0.0007014320520870934,,,
2010-03-28,12.02020836,12.08185071,11.95856601,12.08185071,4898837,False,-0.005102086588303245,,,,,41.66669911186144,-0.021159541782248326,-0.019410848860806445,-0.0017486929214418807,,,
2010-03-29,12.02020836,12.02020836,12.02020836,12.02020836,0,True,0.0,,,,,50.0,-0.0231805356253858,-0.020164786213722318,-0.0030157494116634827,,,
2010-03-30,12.02020836,12.02020836,12.02020836,12.02020836,0,True,0.0,,,,,44.44442521767067,-0.024499769711884056,-0.021031782913354665,-0.003467986798529391,,,
2010-03-31,12.02020836,12.02020836,11.95856601,12.02020836,2169978,False,0.0,,12.063358023,,,50.0,-0.02525415801655484,-0.0218762579339947,-0.003377900082560139,12.063358023,12.162147691552946,11.964568354447053
2010-04-01,12.02020836,12.02020836,11.95856601,12.02020836,1924158,False,0.0,,12.057193805999999,,,50.0,-0.02555740631204806,-0.022612487609605374,-0.002944918702442685,12.057193805999999,12.150142596593147,11.964245015406851
2010-04-04,12.02020836,12.02020836,12.02020836,12.02020836,0,True,0.0,,12.051029588999999,,,42.85711107407723,-0.025503741514361522,-0.023190738390556607,-0.002313003123804915,12.051029588999999,12.135879911247562,11.966179266752436
2010-04-05,12.02020836,12.02020836,12.02020836,12.02020836,0,True,0.0,,12.044865372,,,50.0,-0.02517105551601162,-0.023586801815647613,-0.0015842537003640071,12.044865372,12.11861967459422,11.971111069405781
2010-04-06,11.95856667,12.02020902,11.89692431,12.02020902,2074013,False,-0.00512817150533984,,12.0417832875,,,42.85720642341552,-0.029540840269259405,-0.024777609506369973,-0.004763230762889432,12.0417832875,12.12448512900794,11.959081445992059
2010-04-07,11.89692402,11.95856637,11.89692402,11.95856637,1507492,False,-0.005154685482052002,,12.032536938,,,16.66675318729837,-0.037545175443236545,-0.027331122693743288,-0.010214052749493257,12.032536938,12.135295684288883,11.929778191711117
2010-04-08,11.89692402,11.95856637,11.89692402,11.89692402,1714264,False,0.0,,12.026372721,,,20.000062294725467,-0.04338851296765611,-0.030542600748525855,-0.012845912219130257,12.026372721,12.145700556000547,11.907044885999452
2010-04-11,11.83528137,11.95856607,11.83528137,11.95856607,3221302,False,-0.00518139393816186,,12.0171263715,,,16.666709926870226,-0.05238953281764047,-0.03491198716234878,-0.017477545655291693,12.0171263715,12.16395522530932,11.87029751769068
2010-04-12,11.83528137,11.89692372,11.77364072,11.83528137,3005687,False,0.0,,12.0047978895,,,16.666709926870226,-0.058844582183665395,-0.0396985061666121,-0.019146076017053294,12.0047978895,12.16910977512586,11.840486003874142
2010-04-13,11.83528137,11.89692372,11.77364072,11.83528137,1964128,False,0.0,,11.99555154,,,20.000062294725467,-0.06323136351392833,-0.044405077636075346,-0.018826285877852983,11.99555154,12.176211644267354,11.814891435732644
2010-04-14,11.77364063,11.83528129,11.77364063,11.83528129,1264593,False,-0.005208219227998079,,11.983223153500001,,,0.0,-0.07086492514289411,-0.049697047137439096,-0.021167878005455013,11.983223153500001,12.188740502739034,11.777705804260968
2010-04-15,11.77364063,11.83528129,11.71199828,11.83528129,2265484,False,0.0,0.06542190296552755,11.96473055,,,0.0,-0.07603805832635224,-0.05496524937522172,-0.02107280895113052,11.96473055,12.176005645261224,11.753455454738777
2010-04-18,11.71199799,11.83528099,11.71199799,11.77364033,1814556,False,-0.005235648168411822,0.06646253161064056,11.946237899,,,0.0,-0.08414191391650938,-0.06080058228347926,-0.02334133163303012,11.946237899,12.178092444978686,11.714383353021313
2010-04-19,11.71199799,11.77364033,11.65035564,11.71199799,1826617,False,0.0,0.06646253161064056,11.927745247999999,,,0.0,-0.0895322063143098,-0.06654690708964538,-0.022985299224664427,11.927745247999999,12.172686218807359,11.68280427719264
2010-04-20,11.65035534,11.71199769,11.65035534,11.65035534,1971047,False,-0.005263205309002927,0.062105670645051035,11.9061704645,,,0.0,-0.09765242222353265,-0.07276801011642284,-0.024884412107109816,11.9061704645,12.169296820227457,11.643044108772544
2010-04-21,11.21886158,11.588714,11.09557687,11.588714,6942179,False,-0.03703696131211742,0.11948195451137646,11.8661031255,,,0.0,-0.13732272127237266,-0.0856789523476128,-0.05164376892475986,11.8661031255,12.26508856347044,11.46711768752956
2010-04-22,11.15721893,11.28050363,11.09557658,11.21886128,5402227,False,-0.005494554822736308,0.11956334529880382,11.819871521500001,,,0.0,-0.17175587099699108,-0.10289433607748846,-0.06886153491950261,11.819871521500001,12.316040419405034,11.323702623594968
2010-04-25,11.15721893,11.15721893,11.15721893,11.15721893,0,True,0.0,0.11956334529880382,11.77672205,,,0.0,-0.19677607809181374,-0.12167068448035352,-0.07510539361146022,11.77672205,12.344470706913066,11.208973393086934
2010-04-26,11.15721893,11.15721893,11.15721893,11.15721893,0,True,0.0,0.11764639751712914,11.7335725785,,,0.0,-0.21413634201975817,-0.14016381598823446,-0.07397252603152371,11.7335725785,12.352292657626688,11.114852499373313
2010-04-27,11.15721893,11.21886128,11.09557658,11.15721893,2879043,False,0.0,0.11764160123842608,11.690423107,,,0.0,-0.22529738820809442,-0.15719053043220646,-0.06810685777588796,11.690423107,12.344343264138566,11.036502949861436
2010-04-28,11.09557629,11.21886098,11.03393478,11.15721864,4540976,False,-0.005524910856974707,0.11773016320803548,11.6441915035,,,0.0,-0.23639166760684027,-0.17303075786713323,-0.06336090973970704,11.6441915035,12.32990928585621,10.95847372114379
2010-04-29,11.03393459,11.09557609,10.97229225,11.09557609,2477652,False,-0.005555520361349431,0.11143291771065873,11.594877815,,,0.0,-0.24730713132258764,-0.18788603255822411,-0.05942109876436352,11.594877815,12.308044244615596,10.881711385384405
2010-05-02,11.03393459,11.03393459,11.03393459,11.03393459,0,True,0.0,0.11164719924932957,11.5455641265,,,0.0,-0.25304081792241995,-0.2009169896310633,-0.052123828291356644,11.5455641265,12.27118467751526,10.819943575484741
2010-05-03,11.09557629,11.09557629,11.03393478,11.09557629,1426628,False,0.0055865565902362135,0.1140967732371309,11.499332523000001,,,7.142818407031427,-0.249732079869041,-0.21068000767865885,-0.03905207219038215,11.499332523000001,12.215381522444217,10.783283523555786
2010-05-04,11.09557629,11.09557629,11.03393478,11.09557629,1348713,False,0.0,0.1140967732371309,11.456183004,,,7.692253552746138,-0.2442938141022175,-0.21740276896337057,-0.026891045138846936,11.456183004,12.159608424389912,10.752757583610087
2010-05-05,11.03393459,11.09557609,10.97229225,11.09557609,3031363,False,-0.005555520361349431,0.11418349439041486,11.4130335325,,,7.142810461272944,-0.24216637609000635,-0.22235549038869776,-0.019810885701308595,11.4130335325,12.108452879197738,10.717614185802262
2010-05-06,11.03393459,11.03393459,10.9106499,10.97229225,1836121,False,0.0,0.11202685161324863,11.369884061,,,7.692262575953478,-0.23773984914493873,-0.22543236213994594,-0.01230748700499279,11.369884061,12.045701973001405,10.694066148998596
2010-05-09,11.03393459,11.03393459,11.03393459,11.03393459,0,True,0.0,0.11216886435303484,11.329816722,,,7.692262575953478,-0.23156248644843558,-0.22665838700164387,-0.00490409944679171,11.329816722,11.984134582485517,10.675498861514484
2010-05-10,10.72572422,10.72572422,10.47915568,10.47915568,2687325,False,-0.027932952428350366,0.13328355077628387,11.274338864499999,,,5.882321393924457,-0.2486703658577465,-0.2310607827728644,-0.017609583084882086,11.274338864499999,11.93631417557614,10.612363553423858
2010-05-11,10.84900761,10.84900761,10.7257246,10.7257246,2117881,False,0.011494178618737472,0.14008789016812176,11.2250251765,,,24.999871908248693,-0.24940555233674822,-0.23472973668564118,-0.014675815651107038,11.2250251765,11.857333748629959,10.592716604370043
2010-05-12,10.72572422,10.84900722,10.66408187,10.84900722,1785027,False,-0.011363563786826347,0.1415739044077964,11.172629355999998,11.676245442199999,,23.076841483321857,-0.2569738970443769,-0.23917856875738833,-0.01779532828698857,11.172629355999998,11.786938245998527,10.558320466001469
2010-05-13,10.72572422,10.72572422,10.66408187,10.66408187,1380403,False,0.0,0.1415739044077964,11.1202335355,11.6478900726,,23.076841483321857,-0.2599750343846079,-0.24333786188283224,-0.016637172501775654,11.1202335355,11.696270160352427,10.544196910647575
2010-05-16,10.54079914,10.60244065,10.47915679,10.60244065,2158495,False,-0.017241267461937326,0.14634194638540385,11.061673593,11.6158362014,,18.749946325548166,-0.27411553259265453,-0.2494933960247967,-0.024622136567857833,11.061673593,11.62233300351225,10.50101418248775
2010-05-17,10.60244083,10.60244083,10.47915697,10.54079933,1539622,False,0.00584791429770104,0.1488050608101708,11.006195735,11.585015164000001,,23.529347884152756,-0.27715316095972753,-0.25502534901178286,-0.022127811947944664,11.006195735,11.512893440799042,10.499498029200959
2010-05-18,10.60244083,10.60244083,10.47915697,10.60244083,1566442,False,0.0,0.1492482220326107,10.9538000095,11.5566598134,,24.999951838698152,-0.2763746286437918,-0.2592952049381847,-0.01707942370560711,10.9538000095,11.392145552033195,10.515454466966805
2010-05-19,10.9722929,11.03393525,10.54079898,10.54079898,5978980,False,0.03488367215910215,0.18684209873076488,10.9414715755,11.5344686512,,47.619054792367145,-0.24311123017809955,-0.2560584099861677,0.012947179808068143,10.9414715755,11.361932954857735,10.521010196142264
2010-05-20,10.91065121,10.97229356,10.66408348,10.84900885,6673011,False,-0.005617940622055451,0.18686542727169264,10.9291431895,11.5122775082,,45.45455852658819,-0.21919695046648435,-0.24868611808223104,0.029489167615746686,10.9291431895,11.337246661080869,10.52103971791913
2010-05-23,11.95856667,11.95856667,10.72572552,10.84900853,38118767,False,0.0960451800566724,0.3417980763783773,10.9692105765,11.5110446744,,68.42111255675411,-0.11436832481816239,-0.2218225594294173,0.10745423461125492,10.9692105765,11.579075333808435,10.359345819191565
2010-05-24,11.77364063,12.69827165,11.71199828,11.89692364,41893820,False,-0.015463896728018178,0.3449425745171771,11.0000316615,11.5048804668,,63.414686385212775,-0.04568622728949734,-0.18659529300143332,0.14090906571193598,11.0000316615,11.704820265843525,10.295243057156474
2010-05-25,11.5887146,12.20513562,11.40378838,11.83528233,17700582,False,-0.01570678397714942,0.34795127620942456,11.021606445,11.496250591599999,,60.465157314015855,-0.006106760367730502,-0.15049758647469275,0.14439082610696224,11.021606445,11.771621669954298,10.271591220045702
2010-05-26,11.5887146,11.5887146,11.5887146,11.5887146,0,True,0.0,0.3476633408773103,11.0462633605,11.487620716399999,,60.465157314015855,0.024972386199097585,-0.11540359193993469,0.14037597813903227,11.0462633605,11.837792770235104,10.254733950764894
2010-05-27,10.84900761,11.1572185,10.60243991,11.03393465,18002148,False,-0.06382994279624421,0.3933901366966028,11.0370170115,11.4617310146,,47.272714589529535,-0.009970405706653196,-0.09431695469327839,0.08434654898662519,11.0370170115,11.83345807733248,10.24057594566752
2010-05-30,10.84900761,10.84900761,10.84900761,10.84900761,0,True,0.0,0.39335857280000774,11.0277706625,11.4370741466,,51.9999889166543,-0.037233614114786207,-0.08290028657757996,0.04566667246279375,11.0277706625,11.828643922493416,10.226897402506584
2010-05-31,10.84900761,10.84900761,10.84900761,10.84900761,0,True,0.0,0.39335857280000774,11.0154422285,11.412417278600001,,50.0,-0.0581693629916451,-0.077954101860393,0.019784738868747903,11.0154422285,11.819505491046435,10.211378965953564
2010-06-01,10.9722929,11.03393525,10.8490082,10.91065055,5097356,False,0.011363738918052091,0.3952020894723436,11.009278059,11.3902261164,,54.16667204606277,-0.06407439253343838,-0.07517815999500209,0.011103767461563704,11.009278059,11.812644616925217,10.205911501074782
2010-06-02,10.72572422,10.91064957,10.66408187,10.91064957,3047230,False,-0.0224719374744361,0.3860345643433735,10.9938675405,11.364336433599998,,50.0,-0.08763994408289655,-0.07767051681258098,-0.009969427270315565,10.9938675405,11.80700763056629,10.18072745043371
2010-06-03,10.84900761,10.84900761,10.66408225,10.66408225,2639646,False,0.011494178618737472,0.3875362960094491,10.9846211915,11.3396795656,,54.90192813937116,-0.09526966482297894,-0.08119034641466058,-0.014079318408318359,10.9846211915,11.800045389849874,10.169196993150127
2010-06-06,10.84900761,10.91064996,10.60243991,10.66408225,4227897,False,0.0,0.3875362960094491,10.975374842499999,11.3162555506,,53.999972888664495,-0.1001616720715024,-0.08498461154602895,-0.015177060525473449,10.975374842499999,11.792636418004063,10.158113266995935
2010-06-07,10.78736687,10.91065073,10.72572536,10.84900837,2331804,False,-0.005681693866928739,0.38780304577758823,10.978456975,11.2915987208,,52.94117300900079,-0.10777020775542567,-0.0895417307879083,-0.01822847696751738,10.978456975,11.79221173786061,10.16470221213939
2010-06-08,10.78736687,10.91065073,10.66408301,10.72572536,4087261,False,0.0,0.38780304577758823,10.975374938,11.266941890999998,,46.66667130515149,-0.11250316069575916,-0.09413401676947847,-0.018369143926280695,10.975374938,11.791657032939021,10.159092843060979
2010-06-09,10.72572422,10.78736572,10.66408187,10.78736572,2168154,False,-0.005714337033574823,0.3878233148677642,10.975374938,11.2410522082,,46.6666551545762,-0.11984658980062868,-0.09927653137570851,-0.02057005842492017,10.975374938,11.791657032939021,10.159092843060979
2010-06-10,10.84900761,10.91064996,10.7873661,10.7873661,4715289,False,0.011494178618737472,0.3891704579674852,10.9815391075,11.217628193200001,,19.99996917691321,-0.11439964314717166,-0.10230115373000115,-0.01209848941717051,10.9815391075,11.791722512186036,10.171355702813964
2010-06-13,11.21886158,11.40378779,10.97229302,10.97229302,15867288,False,0.03409104162293053,0.40172306910369987,11.0154422295,11.2016012576,,36.3636449442192,-0.07932437231443856,-0.09770579744688863,0.01838142513245007,11.0154422295,11.804441363941631,10.226443095058368
2010-06-14,11.03393459,11.15721844,10.97229225,11.15721844,5331399,False,-0.016483578898029427,0.4045479444774857,11.0370169175,11.1818757822,,36.363627783057595,-0.06569177616555066,-0.09130299319062105,0.025611217025070382,11.0370169175,11.801688258028626,10.272345576971375
2010-06-15,11.03393459,11.09557609,10.97229225,11.03393459,2755378,False,0.0,0.4045479444774857,11.0585916055,11.163383140599999,,36.363627783057595,-0.05426234298718491,-0.08389486314993382,0.029632520162748907,11.0585916055,11.795480444084268,10.321702766915733
2010-06-16,10.9722929,11.09557676,10.9722929,10.9722929,2540295,False,-0.0055865556839411745,0.404551739091977,11.0585916055,11.1448905182,,54.545492755880154,-0.049606570405989814,-0.07703720460114502,0.027430634195155207,11.0585916055,11.795480444084268,10.321702766915733
2010-06-17,10.9722929,11.15721911,10.9722929,11.09557676,6715424,False,0.0,0.404551739091977,11.061673690000001,11.1263978958,,54.545492755880154,-0.04539356829359065,-0.07070847733963415,0.0253149090460435,11.061673690000001,11.796469849789382,10.32687753021062
2010-06-20,10.9722929,11.03393525,10.91065055,10.9722929,2032503,False,0.0,0.404551739091977,11.0123600015,11.109138126399998,,54.545492755880154,-0.041575477541211825,-0.06488187737994969,0.023306399838737862,11.0123600015,11.6140384859651,10.410681517034899
2010-06-21,10.9722929,10.9722929,10.8490082,10.9722929,3312243,False,0.0,0.3957239339256666,10.972292615,11.091878357,,50.0,-0.03811030128175652,-0.05952756216031106,0.021417260878554542,10.972292615,11.455599210890497,10.488986019109504
2010-06-22,10.9722929,10.9722929,10.8490082,10.9722929,2991966,False,0.0,0.3944885538605263,10.94147153,11.0746185876,,62.50002408055813,-0.03496111416928649,-0.054614272562106145,0.019653158392819656,10.94147153,11.328240919347104,10.554702140652894
2010-06-23,10.9722929,10.9722929,10.8490082,10.91065055,3593425,False,0.0,0.3928481519205882,10.910650445,11.058591632999999,,57.14292004712039,-0.032095385073542815,-0.05011049506439348,0.018015109990850667,10.910650445,11.150642875634924,10.670658014365076
2010-06-24,11.03393459,11.58871319,11.03393459,11.21886079,28377962,False,0.00561794062205534,0.3930553666424723,10.919896794,11.043797512200001,,60.000040881167834,-0.02456711053900129,-0.045001818159315046,0.020434707620313755,10.919896794,11.164102050215138,10.67569153778486
2010-06-27,11.03393459,11.03393459,11.03393459,11.03393459,0,True,0.0,0.3891700958068971,10.929143143,11.030236244199997,,64.28565866516377,-0.01838892267816128,-0.03967923906308429,0.021290316384923014,10.929143143,11.176036014350046,10.682250271649952
2010-06-28,11.03393459,11.03393459,11.03393459,11.03393459,0,True,0.0,0.38901179873653424,10.938389491999999,11.0166749762,,64.28565866516377,-0.013338901731028585,-0.03441117159667315,0.021072269865644568,10.938389491999999,11.186494338875608,10.69028464512439
2010-06-29,11.03393459,11.03393459,11.03393459,11.03393459,0,True,0.0,0.38901179873653424,10.941471576499998,11.0043465612,,69.23075080027985,-0.009230322336767571,-0.02937500174469204,0.020144679407924467,10.941471576499998,11.192859517941557,10.69008363505844
2010-06-30,10.54079914,10.72572535,10.47915679,10.72572535,4886187,False,-0.04469262038646893,0.3981350385716744,10.932225322499999,10.990785312399998,,36.84219069062512,-0.045244601474177415,-0.032548921690589115,-0.0126956797835883,10.932225322499999,11.226901639662808,10.63754900533719
2010-07-01,10.41751385,10.4791562,10.3558715,10.4791562,3333901,False,-0.01169600979608465,0.39913106883453925,10.9106506345,10.9759912108,,6.666625136590966,-0.08278003303227166,-0.04259514395892562,-0.04018488907334604,10.9106506345,11.283733240144114,10.537568028855885
2010-07-04,9.986020088,10.35587253,9.862735377,10.35587253,6147598,False,-0.04142003247732673,0.29260359573506445,10.867501258399999,10.952567233959998,,5.263131956381059,-0.14566592728397154,-0.06320930062393482,-0.08245662666003672,10.867501258399999,11.424761456041328,10.31024106075867
2010-07-05,9.986020088,10.10930395,9.924377733,10.0476616,1997253,False,0.0,0.29160681047021264,10.827433919299999,10.92914325712,,5.263131956381059,-0.19327549198506055,-0.08922253889615997,-0.10405295308890058,10.827433919299999,11.510081953405248,10.14478588519475
2010-07-06,10.04765987,10.10930222,9.924376031,9.986018376,2168394,False,0.006172607450897427,0.29172132221054015,10.7904485693,10.906952075919998,,10.526118150744296,-0.223456729674119,-0.11606937705175177,-0.10738735262236723,10.7904485693,11.557208462404748,10.023688676195253
2010-07-07,10.04765987,10.10930222,9.986018376,10.04765987,2083845,False,0.0,0.29172132221054015,10.7565453518,10.88599374752,,10.526118150744296,-0.2445564830809399,-0.14176679825758942,-0.10278968482335049,10.7565453518,11.592221029538797,9.920869674061203
2010-07-08,9.986020088,10.0476616,9.924377733,9.986020088,1638404,False,-0.006134740108394987,0.23162626325537658,10.7133959757,10.865035457479998,,9.99982936899832,-0.2632177940511742,-0.1660569974163064,-0.09716079663486779,10.7133959757,11.615452488346303,9.811339463053695
2010-07-11,9.986020088,10.10930395,9.986020088,10.0476616,2072767,False,0.0,0.23162626325537658,10.6517539011,10.84407716744,,9.99982936899832,-0.27483884630362354,-0.18781336719376984,-0.0870254791098537,10.6517539011,11.576579753235167,9.726928048964831
2010-07-12,10.04765987,10.04765987,9.986018376,10.04765987,1737480,False,0.006172607450897427,0.2329282808238826,10.602440165099999,10.823118839040001,,14.285418964788562,-0.27589445909054433,-0.20542958557312474,-0.07046487351741959,10.602440165099999,11.546442751846044,9.658437578353954
2010-07-13,9.986020088,9.986020088,9.924377733,9.986020088,1675592,False,-0.006134740108394987,0.22940569152566728,10.550044439999999,10.800927715,,13.636100947521228,-0.27849454335276924,-0.22004257712905365,-0.058451966223715596,10.550044439999999,11.50940817986835,9.590680700131648
2010-07-14,9.986020088,9.986020088,9.986020088,9.986020088,0,True,0.0,0.22198388146026823,10.5007307994,10.779969424959999,,9.523528416720282,-0.2773579194174438,-0.2315056455867317,-0.04585227383071211,10.5007307994,11.47004876203032,9.531412836769679
2010-07-15,9.986020088,10.0476616,9.924377733,9.924377733,2143078,False,0.0,0.21825306273144843,10.4514171588,10.759011134920001,,9.523528416720282,-0.2733066280787426,-0.2398658420851339,-0.033440785993608724,10.4514171588,11.420074594738239,9.482759722861761
2010-07-18,9.924377441,9.924377441,9.862735088,9.924377441,1568432,False,-0.0061728943519825386,0.21833096679046268,10.39902138585,10.73681999194,,9.090633752492053,-0.2719352961287207,-0.24627973289385127,-0.025655563234869422,10.39902138585,11.362399741850666,9.435643029849334
2010-07-19,9.862734795,9.986019498,9.862734795,9.862734795,1311967,False,-0.0062112355527048635,0.21839556231783214,10.3435434806,10.71956020344,,8.695382691659518,-0.2726792750951841,-0.25155964133411785,-0.021119633761066237,10.3435434806,11.295646077793922,9.391440883406077
2010-07-20,9.986020088,9.986020088,9.862735377,9.924377733,1390566,False,0.012500112348402759,0.22279355163237696,10.29422984,10.702300453,,23.529229356594612,-0.2603199842444628,-0.25331170991618684,-0.007008274328275943,10.29422984,11.210714241899835,9.377745438100165
2010-07-21,9.924377441,9.986019795,9.862735088,9.986019795,2617696,False,-0.0061728943519825386,0.22285547403586528,10.24183406705,10.68627351742,,24.999830294282603,-0.2525875318087749,-0.25316687429470447,0.0005793424859295571,10.24183406705,11.113836882490407,9.369831251609593
2010-07-22,9.862734795,9.924377146,9.677809433,9.862734795,3396143,False,-0.0062112355527048635,0.2190780897495019,10.1832740773,10.669013728920001,,39.99981411873706,-0.2485682142616259,-0.25224714228808875,0.0036789280264628577,10.1832740773,10.985842965278405,9.380705189321596
2010-07-25,9.862734795,9.924377146,9.739451785,9.862734795,2724895,False,0.0,0.18903802297750286,10.12471408755,10.655452442019998,,39.99981411873706,-0.24258649009492395,-0.2503150118494558,0.00772852175453187,10.12471408755,10.831089799477732,9.418338375622268
2010-07-26,9.862734795,9.986019498,9.801092443,9.862734795,2986803,False,0.0,0.18575019844462815,10.0661540978,10.64065832132,,33.33333333333333,-0.23513543566124007,-0.2472790966118127,0.012143660950572621,10.0661540978,10.636187771794397,9.496120423805603
2010-07-27,10.23258781,10.60244022,9.862734559,9.924376909,19381483,False,0.0375000466592188,0.2206913349333182,10.026086758800002,10.63326126092,,60.00012394170435,-0.19711416463016462,-0.23724611021548309,0.04013194558531846,10.026086758800002,10.382221155799323,9.66995236180068
2010-07-28,10.3558712,10.4791559,10.23258735,10.3558712,10421523,False,0.012048114542395405,0.22437713353156316,10.0168403618,10.62093282692,,68.74995787165562,-0.1552445318322544,-0.22084579453883738,0.06560126270658298,10.0168403618,10.322771087221783,9.710909636378217
2010-07-29,10.23258781,10.35587167,10.17094546,10.35587167,4096115,False,-0.01190468552756807,0.22617999284055357,10.007594059799999,10.607371558919999,,61.11110621425411,-0.1305060924397914,-0.2027778541190282,0.07227176167923682,10.007594059799999,10.270719995964322,9.744468123635675
2010-08-01,10.29422951,10.29422951,10.17094565,10.29422951,2240128,False,0.006024057759832724,0.22736562413770048,10.0230045309,10.574084815720001,,61.11117343827933,-0.10471958872843423,-0.18316620104090944,0.07844661231247521,10.0230045309,10.315295758959609,9.73071330284039
2010-08-02,10.23258781,10.29422932,10.17094546,10.23258781,2024115,False,-0.005987985787583194,0.22756471769929107,10.035332917000002,10.54326375932,,61.11106780061358,-0.08824038851322946,-0.16418103853537347,0.07594065002214401,10.035332917000002,10.341525078640505,9.729140755359499
2010-08-03,10.41751385,10.60244005,10.23258765,10.23258765,11657843,False,0.018072265142868194,0.23500542008315561,10.053825616000001,10.51983974432,,66.66661738066155,-0.05957181092566621,-0.14325919301343204,0.08368738208776583,10.053825616000001,10.404584343314706,9.703066888685296
2010-08-04,10.3558712,10.54079824,10.23258735,10.54079824,5291967,False,-0.005917213155421042,0.23527634109843157,10.069236182500001,10.49518287632,,63.63629304768069,-0.04134915599608924,-0.12287718560996348,0.08152802961387424,10.069236182500001,10.445042490374977,9.693429874625025
2010-08-05,10.29422951,10.35587186,10.17094565,10.29422951,3547296,False,-0.005952342280966194,0.23448704522344474,10.0846466536,10.48408731432,,63.63633795493573,-0.03151821750714667,-0.10460539198940014,0.07308717448225346,10.0846466536,10.471208213095663,9.698085094104338
2010-08-08,10.3558712,10.41751355,10.29422885,10.3558712,5712993,False,0.005987984816165248,0.23561562794135538,10.103139209199998,10.474224586120002,,68.18180829737754,-0.018539447494362093,-0.08739220309039254,0.06885275559603045,10.103139209199998,10.504921501506907,9.70135691689309
2010-08-09,10.29422951,10.35587186,10.232588,10.35587186,4370292,False,-0.005952342280966194,0.2358071096401994,10.1154676912,10.463129024119999,,61.904737298490915,-0.013076905547087847,-0.07252914358173161,0.059452238034643765,10.1154676912,10.525136496088047,9.705798886311952
2010-08-10,10.29422951,10.29422951,10.17094565,10.232588,1972343,False,0.0,0.2358071096401994,10.1308781623,10.44956775632,,65.00000765306365,-0.008648111650538581,-0.05975293719549301,0.05110482554495443,10.1308781623,10.543223181240359,9.718533143359641
2010-08-11,10.17094517,10.29422902,10.10930282,10.29422902,2030560,False,-0.01197606288845987,0.2010889689599522,10.140124416399999,10.438472175320001,,61.90478287289583,-0.014914353108792966,-0.05078522037815301,0.03587086726936004,10.140124416399999,10.547050404415636,9.733198428384362
2010-08-12,9.986020088,10.10930395,9.924377733,10.10930395,2013086,False,-0.018181700806474743,0.2048977399965265,10.140124416399999,10.42121242488,,54.16671493771723,-0.03440569579991681,-0.04750931546250577,0.01310361966258896,10.140124416399999,10.547050404415636,9.733198428384362
